n;zona;municipio;provincia;pais;origen;lat;lon;sol_horas_anio;sol_dias_equiv;dias_despejados;dias_cubiertos;lluvia_dias_anio;lluvia_mm_anio;temp_verano_c;temp_invierno_c;humedad_pct;viento;niebla;clase_clima;min_costa;playa_bano;min_bano;temp_agua_verano;franja;servicios_1_10;servicios_nota;fibra;comunicaciones;comunicaciones_1_10;hospitales;hospital_km;hospital_min;hospital_pub;hospital_priv;aeropuertos;aeropuerto_min;palma_mas_cercano;palma_mejor_opcion;precio_m2_eur;A_2hab_eur;A_3hab_eur;B_2hab_eur;B_3hab_eur;producto_en_presupuesto;obra_nueva;prima_terraza_pct;prima_vistas_mar_pct;prima_terraza_vistas_pct;facilidad_venta_1_10;revalorizacion_1_10;dependencia_coche_1_10;debilidad_principal;comparado_con_mejor
67;Cantabria Occidental;Santander;Cantabria;España;Ampliación;43.462;-3.81;1700;212;40;165;148;1150;20.0;10.0;75;Media;Baja;Más húmedo / nublado;1;Sardinero / Magdalena / Mataleñas;3;19-21;A;10;Añade: ciudad completa (170.000 hab), hospitales, aeropuerto a 15 min;Sí;"A-8 / A-67 / S-10; tren; aeropuerto; puerto";10;"Santa Clotilde (Santander) [Priv] 1 km · 5 min; Valdecilla (Santander) [Púb] 2 km · 5 min; Clínica Mompía (Bezana) [Priv] 11 km · 15 min; Sierrallana (Torrelavega) [Púb] 30 km · 35 min";1;5;2 km · 5 min · Valdecilla (Santander);1 km · 5 min · Santa Clotilde (Santander);"Santander 5 km · 10 min (Palma: casi todo el año); Bilbao 99 km · 75 min (Palma: todo el año)";10;Casi todo el año;Santander (casi todo el año) · 10 min;2600;219700;304200;177400;245700;"Sí en B; en A solo 2 hab";Sí;8;15;20;10;7;2;"Vistas al mar caras (Sardinero, Cueto); menos sol; viento sur. Además: 1.700 h de sol y 148 días de lluvia (850 h menos y 43 días más que el mejor de la tabla) · 3 hab en franja A por encima del presupuesto (≈304.200 €); 2 hab sí.";Sol −850 h · Lluvia +43 d · Hospital = mejor · Aeropuerto = mejor
68;Cantabria Oriental;Ribamontán al Mar;Cantabria;España;Ampliación;43.47;-3.7;1700;212;40;165;150;1150;20.0;10.0;76;Media;Baja;Más húmedo / nublado;1;Somo / Loredo / Langre;2;19-21;A;4;Añade: Santander en lancha (Somo). Falta: instituto, comercio grande;Parcial;"CA-141; lancha Somo–Santander; bus";5;"Santa Clotilde (Santander) [Priv] 12 km · 15 min; Valdecilla (Santander) [Púb] 14 km · 15 min; Hospital de Laredo [Púb] 30 km · 35 min";12;15;14 km · 15 min · Valdecilla (Santander);12 km · 15 min · Santa Clotilde (Santander);"Santander 13 km · 15 min (Palma: casi todo el año); Bilbao 92 km · 70 min (Palma: todo el año)";15;Casi todo el año;Santander (casi todo el año) · 15 min;2300;194400;269100;157000;217400;"Sí en B; en A solo 2 hab";Poca;8;15;20;7;7;7;"Precio alto; municipio disperso, coche para todo. Además: 1.700 h de sol y 150 días de lluvia (850 h menos y 45 días más que el mejor de la tabla) · fibra solo en el casco: fuera, 4G/5G o satélite · 3 hab en franja A por encima del presupuesto (≈269.100 €); 2 hab sí · servicios básicos limitados (4/10).";Sol −850 h · Lluvia +45 d · Hospital +10 min · Aeropuerto +5 min
69;Cantabria Oriental;Noja;Cantabria;España;Ampliación;43.489;-3.525;1700;212;40;165;150;1150;20.0;10.0;76;Media;Baja;Más húmedo / nublado;1;Ris / Trengandín;2;19-21;A;4;Falta: vida en invierno (2.500 hab. frente a 80.000 en verano);Sí;"CA-147 / A-8; bus";5;"Hospital de Laredo [Púb] 16 km · 20 min; Santa Clotilde (Santander) [Priv] 30 km · 35 min; Valdecilla (Santander) [Púb] 32 km · 35 min";16;20;16 km · 20 min · Hospital de Laredo;30 km · 35 min · Santa Clotilde (Santander);"Santander 30 km · 25 min (Palma: casi todo el año); Bilbao 78 km · 60 min (Palma: todo el año)";25;Casi todo el año;Santander (casi todo el año) · 25 min;2300;194400;269100;157000;217400;"Sí en B; en A solo 2 hab";Poca;8;15;20;7;6;7;"Se vacía en invierno; segundas residencias. Además: 1.700 h de sol y 150 días de lluvia (850 h menos y 45 días más que el mejor de la tabla) · 3 hab en franja A por encima del presupuesto (≈269.100 €); 2 hab sí · servicios básicos limitados (4/10).";Sol −850 h · Lluvia +45 d · Hospital +15 min · Aeropuerto +15 min
70;Cantabria Oriental;Santoña;Cantabria;España;MAPA 1.0;43.443;-3.457;1700;212;40;165;150;1150;20.0;10.0;76;Media;Baja;Más húmedo / nublado;1;Berria / San Martín;3;19-21;A;6;Añade: villa viva todo el año, hospital a 15 min;Sí;"CA-141 / A-8; bus; sin tren";5;"Hospital de Laredo [Púb] 6 km · 10 min; Santa Clotilde (Santander) [Priv] 37 km · 40 min; Valdecilla (Santander) [Púb] 39 km · 40 min; Cruces (Barakaldo) [Púb] 54 km · 55 min";6;10;6 km · 10 min · Hospital de Laredo;37 km · 40 min · Santa Clotilde (Santander);"Santander 36 km · 30 min (Palma: casi todo el año); Bilbao 78 km · 60 min (Palma: todo el año)";30;Casi todo el año;Santander (casi todo el año) · 30 min;1900;160600;222300;129700;179600;Sí, en ambas franjas;Poca;8;15;20;6;6;5;"Olores puntuales de conserveras; oferta reducida. Además: 1.700 h de sol y 150 días de lluvia (850 h menos y 45 días más que el mejor de la tabla).";Sol −850 h · Lluvia +45 d · Hospital +5 min · Aeropuerto +20 min
71;Cantabria Oriental;Laredo;Cantabria;España;MAPA 1.0;43.41;-3.416;1700;212;40;165;150;1150;20.0;10.0;76;Baja;Baja;Más húmedo / nublado;1;La Salvé;2;19-21;A;7;Añade: hospital propio, villa completa. Falta: tren;Sí;"A-8 / N-634; bus ALSA Santander–Bilbao";7;"Hospital de Laredo [Púb] 2 km · 5 min; Santa Clotilde (Santander) [Priv] 42 km · 45 min; Valdecilla (Santander) [Púb] 44 km · 45 min; Cruces (Barakaldo) [Púb] 48 km · 50 min";2;5;2 km · 5 min · Hospital de Laredo;42 km · 45 min · Santa Clotilde (Santander);"Santander 40 km · 35 min (Palma: casi todo el año); Bilbao 64 km · 50 min (Palma: todo el año)";35;Casi todo el año;Santander (casi todo el año) · 35 min;2100;177400;245700;143300;198400;Sí, en ambas franjas;Poca;8;15;20;8;7;4;"Estacionalidad extrema (playa Salvé); precio alto. Además: 1.700 h de sol y 150 días de lluvia (850 h menos y 45 días más que el mejor de la tabla).";Sol −850 h · Lluvia +45 d · Hospital = mejor · Aeropuerto +25 min
72;Cantabria Oriental;Castro-Urdiales;Cantabria;España;MAPA 1.0;43.384;-3.219;1650;206;40;165;155;1250;20.0;10.0;76;Baja;Baja;Más húmedo / nublado;1;Brazomar / Ostende;2;19-21;A;7;Añade: Bilbao a 35 min, villa completa. Falta: hospital propio;Sí;"A-8 / N-634; bus Bilbao–Santander; Bizkaibus";8;"Hospital de Laredo [Púb] 25 km · 25 min; Cruces (Barakaldo) [Púb] 30 km · 30 min";25;25;25 km · 25 min · Hospital de Laredo;;"Bilbao 42 km · 35 min (Palma: todo el año); Santander 64 km · 50 min (Palma: casi todo el año)";35;Todo el año;Bilbao (todo el año) · 35 min;2400;202800;280800;163800;226800;"Sí en B; en A solo 2 hab";Sí;8;15;20;8;7;4;"Precio alto; menos sol; dependencia laboral de Bilbao. Además: sin hospital privado a menos de 60 min · 1.650 h de sol y 155 días de lluvia (900 h menos y 50 días más que el mejor de la tabla) · 3 hab en franja A por encima del presupuesto (≈280.800 €); 2 hab sí.";Sol −900 h · Lluvia +50 d · Hospital +20 min · Aeropuerto +25 min
73;Alto Minho (PT);Valença;Viana do Castelo;Portugal;Ampliación;42.03;-8.645;2400;300;78;112;120;1600;21.0;9.5;78;Baja;Media;Más favorable;25;Moledo / Cesantes (ES);25;16-19;B;6;Añade: tren, frontera con Tui, comercio. Falta: hospital cercano en PT (Ponte de Lima 40 min, Viana 50 min);Sí;"A-3 / N-13; tren Linha do Minho; puente a Tui";8;"Álvaro Cunqueiro (Vigo) [Púb] 30 km · 30 min · fuera del SNS; Conde de Bertiandos (Ponte de Lima) [Púb] 39 km · 40 min; Santa Luzia (Viana do Castelo) [Púb] 50 km · 55 min";39;40;39 km · 40 min · Conde de Bertiandos (Ponte de Lima);;"Vigo 42 km · 35 min (Palma: verano); Porto 106 km · 80 min (Palma: verano); Santiago 120 km · 90 min (Palma: casi todo el año)";35;Verano;Santiago (casi todo el año) · 90 min;1300;;;88700;122800;Sí, en ambas franjas;Poca;5;;;5;6;6;"Sin costa; hospital portugués a 40 min (Vigo a 30 min, pero fuera del SNS portugués). Franja B: ciudad fortificada sobre el Miño, sin costa; playa a 25 min; frente a Tui. Además: hospital público a 40 min · sin hospital privado a menos de 60 min · vuelo a Palma solo en verano desde Vigo; el más cercano con conexión anual es Santiago, a 90 min · 150 h de sol menos y 15 días de lluvia más que el mejor de la tabla.";Sol −150 h · Lluvia +15 d · Hospital +35 min · Aeropuerto +25 min
74;Alto Minho (PT);Vila Nova de Cerveira;Viana do Castelo;Portugal;Ampliación;41.94;-8.743;2450;306;80;108;118;1600;20.5;10.0;77;Baja;Media;Más favorable;20;Moledo / Praia fluvial de Cerveira;20;16-18;B;5;Añade: villa cuidada, ferry a Goián. Falta: hospital (35 min);Sí;"A-28 / N-13; tren Linha do Minho; ferry a Goián (Tomiño)";7;"Conde de Bertiandos (Ponte de Lima) [Púb] 30 km · 35 min; Santa Luzia (Viana do Castelo) [Púb] 34 km · 35 min; Álvaro Cunqueiro (Vigo) [Púb] 40 km · 40 min · fuera del SNS";30;35;30 km · 35 min · Conde de Bertiandos (Ponte de Lima);;"Vigo 57 km · 45 min (Palma: verano); Porto 94 km · 70 min (Palma: verano); Santiago 134 km · 100 min (Palma: casi todo el año)";45;Verano;Santiago (casi todo el año) · 100 min;1500;;;102400;141800;Sí, en ambas franjas;Poca;5;;;6;7;6;"Sin costa de mar; hospital a 35 min. Franja B: villa del Miño con playa fluvial; costa (Moledo) a 20 min. Además: hospital público a 35 min · sin hospital privado a menos de 60 min · vuelo a Palma solo en verano desde Vigo; el más cercano con conexión anual es Santiago, a 100 min · 100 h de sol menos y 13 días de lluvia más que el mejor de la tabla.";Sol −100 h · Lluvia +13 d · Hospital +30 min · Aeropuerto +35 min
75;Alto Minho (PT);Caminha;Viana do Castelo;Portugal;MAPA 2.0;41.875;-8.838;2500;312;80;108;112;1450;20.5;10.0;77;Media;Media;Más favorable;5;Foz do Minho / Moledo;5;16-18;A;5;Añade: villa histórica, tren, ferry a A Guarda. Falta: hospital (25 min);Sí;"N-13 / A-28; tren Linha do Minho; ferry a A Guarda";6;"Santa Luzia (Viana do Castelo) [Púb] 25 km · 30 min; Conde de Bertiandos (Ponte de Lima) [Púb] 32 km · 35 min; Álvaro Cunqueiro (Vigo) [Púb] 55 km · 55 min · fuera del SNS";25;30;25 km · 30 min · Santa Luzia (Viana do Castelo);;"Vigo 78 km · 60 min (Palma: verano); Porto 87 km · 65 min (Palma: verano); Santiago 145 km · 105 min (Palma: casi todo el año)";60;Verano;Santiago (casi todo el año) · 105 min;1900;160600;222300;129700;179600;Sí, en ambas franjas;Poca;8;15;20;6;7;6;"Villa pequeña; nortada y bruma estival. Además: sin hospital privado a menos de 60 min · vuelo a Palma solo en verano desde Vigo; el más cercano con conexión anual es Santiago, a 105 min · 50 h de sol menos y 7 días de lluvia más que el mejor de la tabla · viento y niebla a temporadas.";Sol −50 h · Lluvia +7 d · Hospital +25 min · Aeropuerto +50 min
76;Alto Minho (PT);Moledo (Caminha);Viana do Castelo;Portugal;MAPA 2.0;41.84;-8.868;2500;312;80;108;112;1450;20.5;10.0;77;Alta;Media;Más favorable;1;Moledo (abierta, con viento);1;16-18;A;3;Falta: casi todo el comercio (Caminha / VPA a 5-10 min);Sí;"N-13; tren Linha do Minho (apeadero)";5;"Santa Luzia (Viana do Castelo) [Púb] 20 km · 25 min; Conde de Bertiandos (Ponte de Lima) [Púb] 32 km · 35 min; Álvaro Cunqueiro (Vigo) [Púb] 60 km · 60 min · fuera del SNS";20;25;20 km · 25 min · Santa Luzia (Viana do Castelo);;"Vigo 78 km · 60 min (Palma: verano); Porto 83 km · 65 min (Palma: verano); Santiago 150 km · 110 min (Palma: casi todo el año)";60;Verano;Santiago (casi todo el año) · 110 min;2300;194400;269100;157000;217400;"Sí en B; en A solo 2 hab";No;8;15;20;5;7;7;"Freguesia muy pequeña; precio alto; viento fuerte. Además: sin hospital privado a menos de 60 min · vuelo a Palma solo en verano desde Vigo; el más cercano con conexión anual es Santiago, a 110 min · 50 h de sol menos y 7 días de lluvia más que el mejor de la tabla · viento frecuente · prácticamente sin obra nueva: habrá que buscar reciente o reformado · 3 hab en franja A por encima del presupuesto (≈269.100 €); 2 hab sí · servicios básicos limitados (3/10).";Sol −50 h · Lluvia +7 d · Hospital +20 min · Aeropuerto +50 min
77;Alto Minho (PT);Vila Praia de Âncora (Caminha);Viana do Castelo;Portugal;MAPA 2.0;41.813;-8.861;2500;312;80;108;112;1450;20.5;10.0;77;Media;Media;Más favorable;1;Âncora (parte abrigada por el espigón);2;16-18;A;4;Añade: villa con estación y paseo. Falta: instituto, comercio grande;Sí;"N-13 / A-28; tren Linha do Minho";6;"Santa Luzia (Viana do Castelo) [Púb] 16 km · 20 min; Conde de Bertiandos (Ponte de Lima) [Púb] 31 km · 35 min";16;20;16 km · 20 min · Santa Luzia (Viana do Castelo);;"Porto 79 km · 60 min (Palma: verano); Vigo 85 km · 65 min (Palma: verano); Santiago 154 km · 115 min (Palma: casi todo el año)";60;Verano;Santiago (casi todo el año) · 115 min;2000;169000;234000;136500;189000;Sí, en ambas franjas;Poca;8;15;20;6;7;5;"Estacionalidad; oferta limitada. Además: sin hospital privado a menos de 60 min · vuelo a Palma solo en verano desde Porto; el más cercano con conexión anual es Santiago, a 115 min · 50 h de sol menos y 7 días de lluvia más que el mejor de la tabla · viento y niebla a temporadas · servicios básicos limitados (4/10).";Sol −50 h · Lluvia +7 d · Hospital +15 min · Aeropuerto +50 min
78;Alto Minho (PT);Afife-Carreço (Viana);Viana do Castelo;Portugal;Ampliación;41.775;-8.86;2500;312;80;108;112;1450;20.5;10.0;77;Alta;Media;Más favorable;2;Afife / Paçô (abiertas);3;16-18;A;3;Falta: comercio (Viana a 15 min);Parcial;"N-13 / A-28; tren Linha do Minho (apeadero)";5;"Santa Luzia (Viana do Castelo) [Púb] 11 km · 15 min; Conde de Bertiandos (Ponte de Lima) [Púb] 30 km · 35 min; Trofa Saúde Braga [Priv] 57 km · 60 min; Hospital de Braga [Púb] 58 km · 60 min";11;15;11 km · 15 min · Santa Luzia (Viana do Castelo);57 km · 60 min · Trofa Saúde Braga;"Porto 74 km · 55 min (Palma: verano); Vigo 92 km · 70 min (Palma: verano); Santiago 158 km · 115 min (Palma: casi todo el año)";55;Verano;Santiago (casi todo el año) · 115 min;2100;177400;245700;143300;198400;Sí, en ambas franjas;Poca;8;15;20;6;7;7;"Freguesias rurales sin núcleo; viento. Además: vuelo a Palma solo en verano desde Porto; el más cercano con conexión anual es Santiago, a 115 min · 50 h de sol menos y 7 días de lluvia más que el mejor de la tabla · viento frecuente · fibra solo en el casco: fuera, 4G/5G o satélite · servicios básicos limitados (3/10).";Sol −50 h · Lluvia +7 d · Hospital +10 min · Aeropuerto +45 min
79;Alto Minho (PT);Viana do Castelo;Viana do Castelo;Portugal;MAPA 2.0;41.694;-8.831;2500;312;80;108;115;1450;20.5;10.0;77;Alta;Media;Más favorable;3;Praia Norte / Cabedelo;5;16-18;A;9;Añade: ciudad completa (88.000 hab), hospital propio, tren, puerto;Sí;"A-28 / IC-1 / N-13; tren Linha do Minho; puerto";8;"Santa Luzia (Viana do Castelo) [Púb] 3 km · 5 min; Conde de Bertiandos (Ponte de Lima) [Púb] 29 km · 30 min; Trofa Saúde Braga [Priv] 49 km · 50 min; Hospital de Braga [Púb] 50 km · 55 min";3;5;3 km · 5 min · Santa Luzia (Viana do Castelo);49 km · 50 min · Trofa Saúde Braga;"Porto 62 km · 50 min (Palma: verano); Vigo 99 km · 75 min (Palma: verano)";50;Verano;Porto (verano) · 50 min;2100;177400;245700;143300;198400;Sí, en ambas franjas;Sí;8;15;20;8;8;3;"Nortada fuerte en verano; playas expuestas. Además: vuelo a Palma solo en verano (Porto) · 50 h de sol menos y 10 días de lluvia más que el mejor de la tabla · viento frecuente.";Sol −50 h · Lluvia +10 d · Hospital = mejor · Aeropuerto +40 min
80;Alto Minho (PT);Ponte de Lima;Viana do Castelo;Portugal;Ampliación;41.767;-8.584;2400;300;78;112;120;1700;21.5;9.0;79;Baja;Alta;Más favorable;25;Cabedelo (Viana) / praia fluvial;25;16-18;B;6;Añade: villa histórica completa, hospital propio pequeño. Falta: tren;Sí;"A-27 / A-3; bus";6;"Conde de Bertiandos (Ponte de Lima) [Púb] 1 km · 5 min; Santa Luzia (Viana do Castelo) [Púb] 26 km · 30 min; Hospital de Braga [Púb] 35 km · 40 min; Trofa Saúde Braga [Priv] 36 km · 40 min";1;5;1 km · 5 min · Conde de Bertiandos (Ponte de Lima);36 km · 40 min · Trofa Saúde Braga;"Porto 71 km · 55 min (Palma: verano); Vigo 85 km · 65 min (Palma: verano); Santiago 154 km · 115 min (Palma: casi todo el año)";55;Verano;Santiago (casi todo el año) · 115 min;1500;;;102400;141800;Sí, en ambas franjas;Poca;5;;;6;7;6;"Sin costa (25 min); niebla de valle en invierno. Franja B: villa histórica del interior del Lima; costa de Viana a 25 min. Además: vuelo a Palma solo en verano desde Porto; el más cercano con conexión anual es Santiago, a 115 min · 150 h de sol menos y 15 días de lluvia más que el mejor de la tabla · niebla habitual.";Sol −150 h · Lluvia +15 d · Hospital = mejor · Aeropuerto +45 min
81;Litoral Norte (PT);Esposende;Braga;Portugal;Ampliación;41.532;-8.783;2550;319;85;105;108;1300;20.0;10.0;78;Alta;Media;Más favorable;1;Ofir / Esposende (estuario, abrigada);3;16-18;A;6;Añade: villa completa, Braga a 35 min. Falta: hospital (25-30 min);Sí;"A-28 / N-13; bus";6;"Póvoa de Varzim / Vila do Conde [Púb] 22 km · 25 min; Santa Luzia (Viana do Castelo) [Púb] 25 km · 30 min; Trofa Saúde Braga [Priv] 38 km · 40 min; Hospital de Braga [Púb] 42 km · 45 min";22;25;22 km · 25 min · Póvoa de Varzim / Vila do Conde;38 km · 40 min · Trofa Saúde Braga;"Porto 40 km · 35 min (Palma: verano); Vigo 113 km · 85 min (Palma: verano)";35;Verano;Porto (verano) · 35 min;2300;194400;269100;157000;217400;"Sí en B; en A solo 2 hab";Sí;8;15;20;7;7;5;"Viento (nortada) frecuente; hospital a 25-30 min. Además: vuelo a Palma solo en verano (Porto) · 0 h de sol menos y 3 días de lluvia más que el mejor de la tabla · viento frecuente · 3 hab en franja A por encima del presupuesto (≈269.100 €); 2 hab sí.";Sol = mejor · Lluvia +3 d · Hospital +20 min · Aeropuerto +25 min
82;Litoral Norte (PT);Póvoa de Varzim;Porto;Portugal;Ampliación;41.383;-8.763;2550;319;85;105;105;1200;20.0;10.0;78;Alta;Media;Más favorable;1;Praia da Póvoa / Salgueira;2;16-18;A;8;Añade: ciudad completa, hospital propio, metro a Porto;Sí;"A-28 / N-13; metro de Porto (línea B)";8;"Póvoa de Varzim / Vila do Conde [Púb] 1 km · 5 min; São João (Porto) [Púb] 34 km · 35 min; CUF Porto [Priv] 34 km · 35 min; Trofa Saúde Braga [Priv] 43 km · 45 min";1;5;1 km · 5 min · Póvoa de Varzim / Vila do Conde;34 km · 35 min · CUF Porto;"Porto 20 km · 20 min (Palma: verano); Vigo 128 km · 95 min (Palma: verano)";20;Verano;Porto (verano) · 20 min;2600;219700;304200;177400;245700;"Sí en B; en A solo 2 hab";Sí;8;15;20;9;7;3;"Precio alto; viento; ciudad densa en primera línea. Además: vuelo a Palma solo en verano (Porto) · viento frecuente · 3 hab en franja A por encima del presupuesto (≈304.200 €); 2 hab sí.";Sol = mejor · Lluvia = mejor · Hospital = mejor · Aeropuerto +10 min
83;Litoral Norte (PT);Vila do Conde;Porto;Portugal;Ampliación;41.353;-8.744;2550;319;85;105;105;1200;20.0;10.0;78;Alta;Media;Más favorable;1;Praia de Vila do Conde / Azurara;2;16-18;A;8;Añade: ciudad completa, metro a Porto, aeropuerto a 15 min;Sí;"A-28 / N-13; metro de Porto (línea B); aeropuerto a 15 min";9;"Póvoa de Varzim / Vila do Conde [Púb] 5 km · 10 min; São João (Porto) [Púb] 29 km · 30 min; CUF Porto [Priv] 29 km · 30 min; Trofa Saúde Braga [Priv] 44 km · 45 min";5;10;5 km · 10 min · Póvoa de Varzim / Vila do Conde;29 km · 30 min · CUF Porto;"Porto 16 km · 15 min (Palma: verano); Vigo 135 km · 100 min (Palma: verano)";15;Verano;Porto (verano) · 15 min;2600;219700;304200;177400;245700;"Sí en B; en A solo 2 hab";Sí;8;15;20;9;7;3;"Precio alto; viento; agua fría. Además: vuelo a Palma solo en verano (Porto) · viento frecuente · 3 hab en franja A por encima del presupuesto (≈304.200 €); 2 hab sí.";Sol = mejor · Lluvia = mejor · Hospital +5 min · Aeropuerto +5 min
